given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
Ashish,2016-11-23,2016-11-23,Gupta,NA,,0000-0002-0670-2375,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biomedical Engineering,Research Associate,NA,1,public,2019-05-23,2019,04,15,NA,NA,NA
Erin,2018-03-16,2018-03-16,Smith,Erin Sweeney Smith,,0000-0001-5463-1754,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,Research Services Librarian,NA,1,public,2018-03-16,2019,09,09,NA,NA,NA
Eric,2022-05-16,2022-05-16,Carlson,NA,,0000-0001-5037-8448,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2022-05-16,NA,NA,NA,NA,NA,NA
Chris,2021-10-31,2021-10-31,Acquah,NA,,0000-0002-6179-4647,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,Graduate Teaching Assistant,NA,1,public,2021-10-31,2020,08,08,NA,NA,NA
Stacy,2016-04-15,2016-04-15,McGaugh,NA,,0000-0002-9762-0980,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Astronomy,Professor,NA,0,public,2015-07-06,2012,08,25,NA,NA,NA
Elizabeth,2019-02-20,2019-02-20,Benninger,NA,,0000-0001-9089-5749,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Bioethics,Post-doctoral Fellow,NA,1,public,2019-02-20,2018,08,01,NA,NA,NA
Ryan,2018-05-16,2018-05-16,Clinton,NA,,0000-0002-4058-6726,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Pharmacology,Graduate Student Researcher,NA,0,public,2018-05-16,2013,07,NA,NA,NA,NA
John Paul,2018-05-12,2018-05-12,Stephens,John Paul Stephens,,0000-0002-5498-2236,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Organizational Behavior,Associate Professor,https://weatherhead.case.edu/faculty/john-stephens,1,public,2019-12-10,2010,07,01,NA,NA,NA
Melissa,2016-04-15,2016-04-15,Stasko,NA,,0000-0003-1412-0727,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2021-06-17,2013,03,03,NA,NA,NA
Stephanie,2018-04-05,2018-04-05,Church,NA,,0000-0003-2574-2935,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Kelvin Smith Library,Acquisitions Librarian,NA,0,public,2018-04-05,2009,02,NA,NA,NA,NA
Hye Rin Lindsay,2020-06-17,2020-06-17,Lee,Lindsay Lee,,0000-0001-5591-6233,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2021-07-23,NA,NA,NA,NA,NA,NA
Rita,2016-04-15,2016-04-15,Ryan,Rita M. Ryan,,0000-0002-4588-3412,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,UH Rainbow Babies & Children's Hospital,Professor of Pediatrics (Neonatology),NA,1,public,2020-02-12,2019,10,01,NA,NA,NA
Zulong,2019-05-20,2019-05-20,Liu,NA,,0000-0002-6835-736X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Medicine,Research Associate,NA,1,public,2022-04-18,2022,02,01,NA,NA,NA
Timothy,2019-06-01,2019-06-01,Beal,NA,,0000-0002-3992-9162,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,h.lab,Director,https://case.edu/artsci/hlab/,1,public,2020-11-23,2020,07,01,NA,NA,NA
Timothy,2019-06-01,2019-06-01,Beal,NA,,0000-0002-3992-9162,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Religious Studies,Florence Harkness Professor of Religion,http://www.case.edu,1,public,2019-06-01,2002,07,01,NA,NA,NA
Maria,2016-04-16,2016-04-16,Pagano,"Maria E. Pagano, PhD",,0000-0003-4406-8894,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne School of Nursing,Associate Professor (Adjunct),NA,0,public,2017-05-12,2015,NA,NA,NA,NA,NA
Maria,2016-04-16,2016-04-16,Pagano,"Maria E. Pagano, PhD",,0000-0003-4406-8894,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Schubert Center for Child Studies,Associate Faculty,NA,0,public,2017-05-12,2013,NA,NA,NA,NA,NA
Maria,2016-04-16,2016-04-16,Pagano,"Maria E. Pagano, PhD",,0000-0003-4406-8894,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for Aids Research,Associate Faculty,NA,0,public,2017-05-12,2012,NA,NA,NA,NA,NA
Maria,2016-04-16,2016-04-16,Pagano,"Maria E. Pagano, PhD",,0000-0003-4406-8894,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"School of Medicine (SOM), Department of Psychiatry, Division of Child Psychiatry",Associate Professor,NA,0,public,2017-05-12,2010,NA,NA,NA,NA,NA
Maria,2016-04-16,2016-04-16,Pagano,"Maria E. Pagano, PhD",,0000-0003-4406-8894,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"School of Medicine, Department of Psychiatry","Research Training Director, Addiction Psychiatry Fellowship",NA,0,public,2017-05-12,2008,NA,NA,NA,NA,NA
John,2017-03-16,2017-03-16,Keyser,NA,,0000-0002-3256-4930,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Accounting,Assistant Professor,NA,1,public,2019-05-01,2018,07,01,NA,NA,NA
Metin,2018-11-11,2018-11-11,Karayilan,NA,,0000-0002-9808-9079,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Chemistry,Assistant Professor,NA,1,public,2022-07-02,2022,07,01,NA,NA,NA
Matasha,2016-04-15,2016-04-15,Dhar,NA,,0000-0003-1714-0424,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,https://ror.org/051fd9666,ROR,Department of Psychiatry,Research Scientist,NA,1,public,2022-03-09,2021,10,01,NA,NA,NA
Jonathan,2016-12-07,2016-12-07,Miller,NA,,0000-0001-5441-1751,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Neurological Surgery,Associate Professor/Vice Chair,NA,0,public,2016-12-07,2008,07,01,NA,NA,NA
Emily,2021-11-18,2021-11-18,Creamer,Emily T. Creamer,,0000-0003-4983-6936,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Postdoctoral Scholar,https://www.linkedin.com/in/emilytcreamer/,1,public,2022-06-06,2022,01,NA,NA,NA,NA
Aaron,2020-10-21,2020-10-21,Perzanowski,NA,,0000-0002-3975-1800,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,Professor of Law,NA,1,public,2021-06-03,2013,01,01,NA,NA,NA
Jackson,2017-02-14,2017-02-14,Wright,NA,,0000-0003-2557-7239,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Medicine,Emeritus Professor of Medicine,https://case.edu/medicin,1,public,2019-12-02,1990,07,01,NA,NA,NA
Beverly,2016-04-15,2016-04-15,Saylor,Beverly Z Saylor,,0000-0002-1825-8953,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,"Earth, Environmental and Planetary Sciences",Professor,NA,1,public,2020-09-24,2018,07,01,NA,NA,NA
Ivana,2018-10-18,2018-10-18,Cuberovic,NA,,0000-0002-1541-4703,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Biomedical Engineering,Ph. D. Candidate,http://engineering.case.edu/ebme/tyler/research,1,public,2018-10-18,2014,08,11,NA,NA,NA
Grant,2016-04-15,2016-04-15,O'Connell,NA,,0000-0002-2642-6670,NA,,,,,Case Western Reserve University,Cleveland,OH,US,15735,RINGGOLD,NA,Assistant Professor,NA,1,public,2019-08-10,2018,01,28,NA,NA,NA
Mohammed,2018-05-27,2018-05-27,Elshaer,NA,,0000-0002-0179-2869,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Dermatology,Research Fellow,NA,1,public,2021-12-08,2021,09,01,NA,NA,NA
Spencer,2020-03-06,2020-03-06,Kitchen,NA,,0000-0003-1182-3590,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Department of Pediatrics,Research Assistant 2,NA,1,public,2020-03-06,2019,12,09,NA,NA,NA
Amr,2016-09-01,2016-09-01,Mahran,NA,,0000-0001-7586-0046,NA,,,,,Case Western Reserve University,Cleveland,OH,US,24575,RINGGOLD,Urology,Senior Research Associate,NA,1,public,2017-03-10,2017,09,16,NA,NA,NA
Ann,2017-01-31,2017-01-31,Nguyen,Ann W. Nguyen,,0000-0002-2592-0773,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,"Jack, Joseph and Morton Mandel School of Applied Social Sciences",Assistant Professor,NA,1,public,2018-09-18,2017,07,01,NA,NA,NA
Christine,2018-10-05,2018-10-05,Horvat Davey,NA,,0000-0002-3686-4391,NA,,,,,Case Western Reserve University,OH,OH,US,http://dx.doi.org/10.13039/100008136,FUNDREF,France Payne Bolton School of Nursing ,Instructor/Postdoctoral Fellow,NA,1,public,2020-06-01,2018,NA,NA,NA,NA,NA
Tsan,2016-04-15,2016-04-15,Xiao,NA,,0000-0001-9688-475X,"I graduated from Zhejiang University in Hangzhou, China with a Bachelor's degree in Biological Sciences and Technology in 1992. Subsequently I received a Master's degree in Developmental Biology from the Chinese Academy of Sciences in 1995. I then came to the US and studied the structures of death domains from the Drosophila proteins Pelle and Tube implicated in fly development and innate immunity, for which I received my Ph.D. in molecular biophysics under the guidance of Dr. Stephen Sprang at the University of Texas Southwestern Medical Center at Dallas in 2000. I continued my postdoctoral training with Dr. Timothy Springer at the Center for Blood Research, Harvard Medical School focusing on cell adhesion receptors such as integrins and ICAMs, both of which play important roles in immune surveillance, thrombosis, and tumor metastasis. I established my research group at NIH in 2006 investigating the structures of innate immune receptors, inflammasomes, and adapter molecules implicated in antimicrobial host defense and inflammatory disorders. In 2014 I joined the faculty at the Case Western Reserve University's Department of Pathoogy. The current focus of the Xiao lab is the molecular mechanism of pyroptosis, a highly inflammatory form of cell death; and modulation of inflammatory caspases using chemical biology approaches to target inflammatory disorders.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Pathology,Associate Professor,NA,1,public,2014-12-02,2014,09,NA,NA,NA,NA
Alberto,2016-11-01,2016-11-01,Costa,NA,,0000-0002-7855-1190,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pediatrics,Professor,NA,0,public,2017-02-21,2013,03,01,NA,NA,NA
Mukesh,2016-04-15,2016-04-15,Mahajan,Mahajan Mukesh,,0000-0002-8153-7613,"My research interest lies in understanding structure-based functional dynamics of membrane-active proteins and peptides in a native membrane environment (model lipid membranes e.g. lipid nanodiscs, bicelles, and micelles) using advanced solution NMR spectroscopy, small-angle X-ray scattering, All-atom molecular dynamics simulation, and multiple tools of molecular biophysics to answer critical biological questions stemming from protein-protein and protein-lipid interactions.",,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Physiology and Biophysics,Research Associate,https://sites.google.com/view/mahajan-research/research-interests,1,public,2022-02-02,2022,01,07,NA,NA,NA
Robert,2016-12-01,2016-12-01,Igo,"Robert P. Igo, Jr.",,0000-0002-0024-1993,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Population and Quantitative Health Sciences,Assistant Professor,http://epbiwww.case.edu/rob-igo-phd/,0,public,2018-04-17,2005,09,01,NA,NA,NA
Edward,2018-03-07,2018-03-07,Bolden,NA,,0000-0003-0592-0300,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Institutional Research,Associate Director of Institutional Research and Enrollment Management,NA,0,public,2018-03-07,2017,10,NA,NA,NA,NA
Ran,2019-05-25,2019-05-25,An,NA,,0000-0002-4849-0120,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Mechanical and Aerospace Engineering,Senior Research Associate,NA,1,public,2019-05-25,2019,01,02,NA,NA,NA
Ashutosh,2018-09-20,2018-09-20,Prince,NA,,0000-0002-0378-4555,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,"Department of Physiology & Biophysics, School of Medicine",Postdoctoral Scholar,NA,1,public,2021-07-12,2020,11,NA,NA,NA,NA
Jennifer,2021-01-12,2021-01-12,Yoest,NA,,0000-0003-3118-4052,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Department of Pathology,Assistant Professor,NA,1,public,2021-01-14,2019,08,01,NA,NA,NA
Matthew,2020-01-29,2020-01-29,Miller,NA,,0000-0002-6928-4596,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Computer Science,Teaching Assistant,NA,1,public,2020-01-29,2020,01,13,NA,NA,NA
Maddalena,2019-03-31,2019-03-31,Rumor,NA,,0000-0003-1342-0015,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Classics,Assistant Professor,NA,1,public,2021-07-21,2021,NA,NA,NA,NA,NA
Suman,2019-09-04,2019-09-04,Chaudhary,NA,,0000-0003-2260-6444,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pathology,Post doctoral scholar,NA,1,public,2019-09-17,2018,11,06,NA,NA,NA
Lauren,2018-06-05,2018-06-05,Calandruccio,NA,,0000-0002-1532-7036,"Lauren Calandruccio, Ph.D., is the Principal Investigator of the Speech and Auditory Research Lab. She started her career in audiology as an undergrad at Indiana University – Bloomington in the lab of Dr. Larry Humes. She worked as a clinical audiologist at Riley Hospital for Children – Indianapolis Medical Center while completing her clinical fellowship year. She returned to graduate school at Syracuse University, where she earned her Ph.D. in 2007, while working with Dr. Karen Doherty and Dr. Laurel Carney. After leaving Syracuse, Lauren completed postdoctoral training at Northwestern University where she worked with Dr. Sumitrajit Dhar (Communication Sciences and Disorders) and Dr. Ann Bradlow (Linguistics). She has proudly served on the Faculty of Queens College  of the City University of New York (Department of Linguistics and Communication Disorders) and the Faculty of the University of North Carolina at Chapel Hill (Department of Allied Health Sciences, Division of Speech and Hearing Sciences). She joined the Faculty of Case Western Reserve University in the Fall of 2015. She is the Louis D. Beaumont University Professor and the Associate Dean for Academic Affairs for the College of Arts and Sciences.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Psychological Sciences,Associate Professor,NA,0,public,2018-06-05,2017,07,NA,NA,NA,NA
Mohammad Khursheed,2016-08-18,2016-08-18,"Siddiqi, Ph.D.",NA,,0000-0002-6522-1643,"Mohammad Khursheed Siddiqi working as Post-Doctoral Researcher, School of Medicine, Case Western Reserve University, Cleveland, USA.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2020-11-04,2019,07,NA,NA,NA,NA
Clayton,2020-07-24,2020-07-24,Cooper,NA,,0000-0001-6212-8788,"Dependable and outcome-driven mechanical engineer with 5 years of hands-on manufacturing experience in industry and academia. Demonstrated success overcoming manufacturing challenges as a result of self-motivation, creative thinking, and data-driven approaches. Skilled at process improvement, statistical process control, computer programming, artificial intelligence, and project management. Passionate about education, employee development, and continuous improvement.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Mechanical & Aerospace Engineering,Research Assistant,NA,1,public,2022-06-27,2018,05,NA,NA,NA,NA
Qing,2020-05-26,2020-05-26,Zheng,NA,,0000-0002-5827-4106,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Otolaryngology-HNS,Associate Professor,https://casemed.case.edu/Otolaryngology/faculty/zheng.php,1,public,2020-06-06,2006,02,01,NA,NA,NA
Charles,2016-04-15,2016-04-15,King,Charles H. King,,0000-0001-8349-9270,"Dr. Charles King is a medical specialist in the area of infectious diseases, and a long-time researcher in the study of communicable diseases of sub-Saharan Africa. Although his academic base is the Center for Global Health and Diseases at Case Western Reserve University in Cleveland, for 30 years, he has studied the many factors related to parasitic infections and mosquito-borne diseases on the Kenyan south coast (Kwale County), in the Northeastern Province area (Ijara County) and along Lake Victoria (Usenge community). He has worked extensively with the Ministry of Health and now with Kenya Medical Research Institute on the problems of preventing and controlling these kinds of diseases in the communities where they most frequently occur.

He also serves as Senior Scientist for the Schistosomiasis Consortium for Operational Research and Evaluation (SCORE) based at the University of Georgia in Athens, Ga.

Research projects have involved clinical trials for optimal control of the morbidity of parasitic disease, eco-epidemiological surveys of the space-time distribution of infection, family studies of the heretability of disease due to schistosomiasis (bilharzia), evaluation of ultrasound and dipstick diagnosis of urogenital schistosomiasis, and dynamic computer modeling of infection pathways for better implementation of disease control options. Earlier studies focused on the pathways of early human immune response to multicellular parasites (helminths).

Current projects are focused on the impact of maternal parasite infections on the immune responses of newborn children. Separate community-based studies are examining individual and household risk factors for the mosquito-borne viral infections chikungunya, dengue fever, and Rift Valley fever.

Dr. King has served on advisory panels for the World Health Organization, the Wellcome Trust, and the National Institutes of Health. He is a founding Deputy Editor for the journal PLOS Neglected Tropical Diseases.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for Global Health and Diseases,Professor Emeritus of International Health,NA,0,public,2018-07-04,2018,07,01,NA,NA,NA
Todd,2016-04-15,2016-04-15,Smith,NA,,0000-0002-3278-5047,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Nursing,Program Director/Assistant Professor,NA,1,public,2019-10-07,2019,09,01,NA,NA,NA
Hany,2016-04-15,2016-04-15,Sakr,NA,,0000-0002-5154-1355,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Pathology,Clinical Assistant Professor,https://case.edu/medicine/pathology/faculty/hany-sakr,1,public,2021-07-02,2020,07,01,NA,NA,NA
Margaret,2019-10-03,2019-10-03,McGuire,Margaret J. McGuire,,0000-0001-8214-4021,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Begun Center for Violence Prevention Research and Education,NA,NA,1,public,2019-10-03,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald,2018-06-11,2018-06-11,Triolo,NA,,0000-0003-0984-5803,NA,,,,,Case Western Reserve University,Clevland,OH,US,NA,NA,Biomedical Engineering,Professor,NA,1,public,2019-12-12,1994,08,15,NA,NA,NA
Franklin,2020-07-27,2020-07-27,MAYCA POZO,NA,,0000-0003-0926-3336,NA,,,,,Case Western Reserve University,Cleveland,OH,US,http://dx.doi.org/10.13039/100008565,FUNDREF,Pharmacology,Research Associate,NA,1,public,2021-06-20,2014,06,01,NA,NA,NA
Alexandra,2016-04-15,2016-04-15,Klein,Alexandra B. Klein,,0000-0003-0664-4563,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Psychological Sciences,Doctoral student,NA,1,public,2020-04-14,2017,08,01,NA,NA,NA
J. Elliott,2019-05-29,2019-05-29,Casal,NA,,0000-0002-8920-9120,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Cognitive Linguistics,Research Scholar,NA,1,public,2020-09-11,2020,08,20,NA,NA,NA
Yubing,2016-04-15,2016-04-15,Lu,NA,,0000-0002-7715-9867,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Pathology,Research Associate,NA,1,public,2019-09-20,2018,07,01,NA,NA,NA
Audrey,2018-10-07,2018-10-07,Jajosky,NA,,0000-0002-8265-2496,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,NA,NA,NA,1,public,2020-04-04,NA,NA,NA,NA,NA,NA
Wyatt,2018-12-12,2018-12-12,Bensken,Wyatt P. Bensken,,0000-0002-2597-9732,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Population and Quantitative Health Sciences,PhD Candidate,NA,1,public,2018-12-17,2018,07,NA,NA,NA,NA
Christine,2016-04-18,2016-04-18,Duval,NA,,0000-0002-8630-5483,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Department of Chemical and Biomolecular Engineering,Assistant Professor,NA,0,public,2018-02-06,2017,08,20,NA,NA,NA
Ata,2016-04-15,2016-04-15,Abbas,NA,,0000-0001-8272-1853,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Division of Hematology & Oncology, Department of Medicine",Research Scientist,NA,1,public,2020-09-11,2019,NA,NA,NA,NA,NA
Fraser,2017-09-14,2017-09-14,Moss,Fraser J. Moss,,0000-0002-8519-6991,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Physiology & Biophysics,Instructor,https://physiology.case.edu/people/faculty/fraser-j-moss/,1,public,2017-10-11,2014,07,01,NA,NA,NA
Kate,2021-08-31,2021-08-31,Klonowski,NA,,0000-0002-2252-5954,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,NA,Program Coordinator,https://case.edu/provostscholars,1,public,2021-08-31,2018,09,NA,NA,NA,NA
Ammar,2017-09-07,2017-09-07,Hoori,NA,,0000-0002-8458-1214,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Biomedical Engineering,Postdoctoral scholar,NA,1,public,2020-01-07,2019,12,01,NA,NA,NA
JAGADEESWARA RAO,2019-07-29,2019-07-29,BOMMI,NA,,0000-0002-1909-9624,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Translational molecular medicine,Postdoc,NA,1,public,2022-01-19,2020,05,01,NA,NA,NA
Marissa,2017-11-11,2017-11-11,Scavuzzo,Marissa A. Scavuzzo,,0000-0003-0651-6369,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Genetics and Genome Sciences,Postdoctoral Fellow,NA,1,public,2020-01-03,2018,10,29,NA,NA,NA
Frank,2016-04-15,2016-04-15,Ernst,NA,,0000-0002-4823-2041,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Department of Materials Science and Engineering,Professor / Department Chair,NA,0,public,2017-03-17,2000,10,01,NA,NA,NA
Megan,2016-08-12,2016-08-12,Alder,"Megan L. Alder, PhD, RN",,0000-0002-7817-3476,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Frances Payne Bolton School of Nursing,Graduate Research Assistant,NA,1,public,2018-01-06,2017,10,NA,NA,NA,NA
Stanislaw,2018-11-05,2018-11-05,Szarek,NA,,0000-0002-4287-7121,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mathematics,Professor,NA,1,public,2018-11-05,1983,08,NA,NA,NA,NA
Guanglin,2016-11-21,2016-11-21,Xing,NA,,0000-0002-8258-0293,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Neurosciences,Postdoc,NA,1,public,2019-10-01,2017,11,01,NA,NA,NA
Cynthia,2016-04-15,2016-04-15,Beall,Cynthia M Beall,,0000-0003-1462-8299,NA,,,,,Case Western Reserve University,Clevewland,OH,US,NA,NA,Anthropology,Distinguished University Professor and S. Idell Pyle Professor of Anthropology,NA,0,public,2015-01-20,1976,07,01,NA,NA,NA
Shih-Hsing,2016-04-15,2016-04-15,Leir,NA,,0000-0001-9524-3379,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Department of Genetics and Genome Sciences,Assistant Professor,NA,0,public,2017-03-26,2016,10,01,NA,NA,NA
Shane,2016-04-15,2016-04-15,Parker,Shane M. Parker,,0000-0002-1110-3393,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Chemistry,Assistant Professor,https://www.quantumparker.com,1,public,2019-11-23,2019,07,NA,NA,NA,NA
Ankit,2016-04-15,2016-04-15,Mangla,NA,,0000-0002-6789-4315,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Medicine,Assistant Professor,NA,0,public,2018-07-12,2018,07,01,NA,NA,NA
Peter,2020-04-01,2020-04-01,Bennett,NA,,0000-0001-7524-6732,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Music,Associate Professor of Musicology,NA,1,public,2020-04-01,2005,07,01,NA,NA,NA
Kenneth,2018-11-19,2018-11-19,Ledford,NA,,0000-0001-8539-048X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of History,Associate Professor of History and Law,http://history.case.edu/faculty/kenneth-ledford/,1,public,2018-11-19,1991,07,01,NA,NA,NA
Nathan,2018-08-07,2018-08-07,Kruse,NA,,0000-0002-3596-2328,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Music,Associate Professor of Music Education,NA,0,public,2018-08-07,2013,07,01,NA,NA,NA
Nickolas,2019-11-22,2019-11-22,Stabellini,NA,,0000-0002-3135-7980,"MD/PhD at Case Western Reserve University (Cleveland, Ohio - USA), research collaborator at University Hospitals Cleveland Medical Center (UH), and medical student at the Faculdade Israelita de Ciências da Saúde Albert Einstein (FICSAE). Member of the American Heart Association (AHA) and the American Association for Cancer Research (AACR). Works at the Department of Hematology-Oncology at the UH Seidman Cancer Center mentored by Dr. Alberto J. Montero and is mentored by Dr. Nelson Hamerschlak at Hospital Israelita Albert Einstein. Between July/20 and May/21 worked at the Department of Population Health and Quantitative Sciences at Case Western Reserve University under the mentoring of Jill Barnholtz-Sloan. PIBIC/CNPq scholarship between 2018 and 2019 with the project ""Analysis of Vascular Surgical Procedures paid for by the Unified Health System (SUS) in the city of São Paulo"", awarded as the best oral presentation during the II JIC FICSAE. Between 2018 and 2019, coordinated the Data Analytics area of the Quantum pre-university course and is currently a member of the Albert Einstein Scientific Directory Projects Team (2021-2022). Currently conducting research in Population Health in Oncology and interested in epidemiology, data analysis, BigData, computational sciences (Python and R) and Artificial Intelligence.",,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,School of Medicine,MD/PhD Fellow,NA,1,public,2021-10-22,2020,07,NA,NA,NA,NA
Surajit,2020-10-20,2020-10-20,Chatterjee,NA,,0000-0001-6918-8679,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2022-03-12,NA,NA,NA,NA,NA,NA
Jeannette,2016-04-15,2016-04-15,Messer,NA,,0000-0002-5072-3835,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,Adjunct Assistant Professor,NA,1,public,2019-07-18,2019,08,NA,NA,NA,NA
Evelyn,2019-01-15,2019-01-15,Adkins,NA,,0000-0003-1960-8545,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Classics,Assistant Professor,NA,1,public,2019-01-15,2018,07,01,NA,NA,NA
Stephanie,2016-04-15,2016-04-15,Griggs,NA,,0000-0001-9901-3853,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Frances Payne Bolton School of Nursing,Assistant Professor,NA,1,public,2018-08-10,2020,05,01,NA,NA,NA
Erik,2019-12-02,2019-12-02,Farquhar,NA,,0000-0002-6419-038X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Center for Synchrotron Biosciences,Research Scientist,NA,1,public,2019-12-13,2017,11,NA,NA,NA,NA
